,smoothing,normalization,wsize,memory,thres,F1,beta,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred
172,0,1,301,1800,0.01,0.28451097187389157,1,0.3792502179551719,2.5815826013423444,0.16643854365818675,0.9790660223866239,3653.0,621,608.0
173,0,1,301,1800,0.01,0.16781762658292362,0.1,0.3792502179551719,2.5815826013423444,0.16643854365818675,0.9790660223866239,3653.0,621,608.0
174,1,0,301,1200,0.05,0.26878084112169887,1,0.33740191804287706,2.46746651086837,0.16026038437196963,0.8325281802202048,3226.0,621,517.0
175,1,0,301,1200,0.05,0.16155198374585678,0.1,0.33740191804287706,2.46746651086837,0.16026038437196963,0.8325281802202048,3226.0,621,517.0
176,0,0,301,1600,0.02,0.5990990492374173,1,0.038859135632845196,16.534346770530608,0.5611814345202277,0.6425120771912219,711.0,621,399.0
177,0,0,301,1600,0.02,0.561885553415781,0.1,0.038859135632845196,16.534346770530608,0.5611814345202277,0.6425120771912219,711.0,621,399.0
178,1,1,201,1400,0.02,0.21689585283094687,1,0.48785652010850844,1.822028957089985,0.12351756544812,0.8888888887457507,4469.0,621,552.0
179,1,1,201,1400,0.03,0.12481236913088777,0.1,0.279237763105253,1.828072249833997,0.12387651425854332,0.5104669886456575,2559.0,621,317.0
180,0,1,225,800,0.01,0.14668712470532003,1,0.8998629966259826,1.1112801531571281,0.0791486107560649,0.9999999998389695,7846.0,621,621.0
181,0,1,225,800,0.01,0.0798768674450304,0.1,0.8998629966259826,1.1112801531571281,0.0791486107560649,0.9999999998389695,7846.0,621,621.0
182,0,0,11,400,0.25,0.1912245910335905,1,0.2666583634292358,1.7633392679607198,0.12001644060336966,0.4702093396988391,2433.0,621,292.0
183,0,0,11,400,0.99,0.8266573686373815,0.1,0.0,450885.6682043663,0.9999999964285714,0.045088566820436625,28.0,621,28.0
184,0,0,25,1600,0.26,0.34675610962394604,1,0.014696724373960683,16.983085401258666,0.567765567557595,0.2495974234702742,273.0,621,155.0
185,0,0,25,1600,0.38,0.9318032918701329,0.1,0.0,1191626.4088258252,0.9999999986486487,0.11916264088258251,74.0,621,74.0
186,1,1,25,1400,0.17,0.1948386616265675,1,0.09689874205882552,2.509381892212577,0.16254036596743376,0.24315619963878324,929.0,621,151.0
187,1,1,25,1400,0.33,0.4078257110154187,0.1,0.009341138373280095,9.48127262615835,0.4230769227514793,0.08856682768300052,130.0,621,55.0
188,0,0,125,200,0.05,0.5313224596471446,1,0.08033379001020882,9.180684871752002,0.4152311876323453,0.7375201287057134,1103.0,621,458.0
189,0,0,125,200,0.08,0.4239840182212253,0.1,0.022294183584228494,9.678759020881717,0.4281150158376629,0.2157809983549467,313.0,621,134.0
